blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,redWardsPlaced,redWardsDestroyed,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled
0,29,5,1,10,4,0,1,0,206,44,2363,15,3,0,0,0,226,59
1,14,6,0,9,7,0,0,0,227,44,847,19,0,0,0,0,226,60
1,18,2,1,13,2,1,0,0,240,40,5622,13,3,0,0,0,203,64
1,13,3,1,5,4,0,0,0,235,62,467,14,2,0,0,0,228,43
0,19,1,1,7,7,1,0,0,200,55,-115,9,3,0,0,0,209,56
1,20,5,1,7,1,0,0,0,213,59,3512,15,3,1,0,0,215,62
0,18,0,0,3,6,0,0,0,204,48,-2845,18,2,1,0,0,208,55
1,20,6,1,9,2,0,0,0,211,60,4076,44,2,1,0,0,211,44
1,20,3,1,6,9,1,1,0,195,48,-1806,21,4,0,0,0,228,58
1,16,1,0,6,7,0,0,0,228,56,-216,13,2,0,0,0,233,44
0,14,4,1,11,5,0,1,0,192,44,1635,15,0,0,0,0,204,56
0,17,2,0,4,10,0,0,0,201,44,-3081,18,3,0,0,0,192,51
1,32,0,1,4,1,0,0,0,241,60,2711,122,1,0,0,0,211,55
1,18,1,1,8,1,1,0,0,247,50,5354,15,4,0,0,0,166,46
0,18,1,0,4,5,0,0,0,212,43,-188,18,4,0,0,0,232,48
1,13,2,1,7,3,1,1,1,252,73,3983,58,1,0,0,0,230,38
1,17,2,1,2,4,0,1,0,251,64,-1185,21,2,1,0,0,267,62
1,13,1,1,11,2,1,0,0,204,49,4260,14,1,0,0,0,210,60
1,18,0,0,3,3,0,0,0,269,64,835,36,5,1,0,0,216,56
1,22,3,1,8,6,0,0,0,211,49,2879,13,5,0,0,0,195,32
1,12,1,1,6,8,0,0,0,203,65,-407,47,2,1,0,0,223,52
0,13,0,0,5,10,0,0,0,123,18,-5705,13,1,1,0,0,218,40
0,17,2,0,9,5,1,0,0,221,40,1270,34,5,0,0,0,218,60
0,19,3,1,4,9,1,0,0,210,45,-3204,10,5,0,1,0,216,36
0,15,0,0,4,7,0,0,0,184,32,-3927,14,2,0,1,1,262,46
1,30,2,0,8,7,1,0,0,215,42,78,15,3,0,0,0,207,40
1,11,2,0,4,2,0,0,0,276,56,1789,14,5,0,0,0,232,59
0,83,3,1,10,7,0,0,0,212,47,1577,15,2,1,1,0,233,44
0,40,1,0,8,4,0,0,0,176,43,590,16,5,0,0,0,208,47
0,29,0,1,5,4,0,0,0,223,49,-384,10,1,1,0,0,220,61
1,22,4,0,4,5,1,0,0,256,56,315,15,1,0,1,0,224,52
0,16,5,1,4,2,0,1,0,217,52,580,20,4,1,0,0,228,64
1,17,1,1,6,3,0,1,1,223,36,1870,14,5,1,0,0,226,60
1,17,3,0,8,3,1,1,0,229,55,3308,9,0,0,0,0,215,28
0,12,3,0,4,7,1,0,0,210,83,-2542,11,3,0,1,1,233,48
0,16,2,0,7,6,0,0,0,223,40,369,15,1,0,0,0,196,52
0,24,2,1,3,2,1,0,0,239,47,187,19,2,0,0,0,248,63
0,15,3,0,8,5,1,1,0,237,59,1109,14,1,0,0,0,231,60
1,15,2,1,9,6,1,0,0,213,52,1572,16,4,0,1,0,211,42
0,23,1,0,3,9,1,0,0,201,72,-2080,13,3,0,1,0,202,48
0,24,3,1,5,11,0,0,0,222,53,-2929,14,2,1,0,0,227,48
1,81,5,0,11,11,0,0,0,215,31,1441,16,2,1,0,0,200,24
1,18,3,0,6,5,0,0,0,225,46,873,12,3,0,0,0,205,65
1,17,1,1,4,8,0,0,0,212,59,-633,139,2,1,0,0,196,53
0,88,2,1,2,2,0,1,0,224,48,-838,15,6,1,0,0,253,67
1,12,2,1,4,6,0,0,0,236,44,-1098,17,1,0,0,0,245,39
0,51,3,1,6,5,0,1,0,257,40,1909,15,4,1,0,0,248,52
1,14,2,1,8,10,0,1,0,223,40,-1577,81,1,0,0,0,209,50
0,12,3,0,8,8,1,0,0,187,36,-728,16,0,0,0,0,184,43
0,13,1,1,5,6,0,0,0,221,51,142,115,2,1,0,0,199,41
0,15,1,0,6,9,0,0,0,228,44,-2069,13,1,1,0,0,222,56
1,13,1,1,4,3,0,0,0,248,52,1673,12,1,1,1,0,197,69
0,20,2,0,3,10,1,0,0,192,53,-5085,17,5,0,0,0,249,48
1,16,6,0,5,4,1,0,0,174,66,337,22,5,0,0,0,213,48
1,44,7,0,3,4,1,0,0,226,59,-233,18,5,0,0,0,222,43
1,19,1,1,7,4,0,0,0,219,57,920,18,2,1,0,0,210,54
1,38,3,1,3,3,1,0,0,201,54,-1078,14,1,0,0,0,240,45
0,16,2,0,5,5,1,0,0,212,46,-17,14,3,0,0,0,243,55
0,14,2,0,1,9,1,0,0,229,49,-4377,16,3,0,0,0,234,79
1,14,2,1,8,4,0,0,0,247,64,2563,15,1,0,0,0,233,40
1,53,6,1,4,3,0,0,0,244,52,1254,18,3,0,0,0,218,60
0,14,7,0,4,4,1,0,0,239,64,-521,23,3,0,0,0,255,57
0,13,3,1,10,6,0,1,1,243,65,3387,54,2,1,0,0,239,50
1,32,2,0,7,8,1,0,0,197,44,-496,37,4,0,0,0,209,48
0,105,3,0,5,11,0,0,0,202,63,-3516,11,3,0,1,0,237,52
1,20,3,1,6,7,1,0,0,206,56,1579,19,3,0,0,0,184,36
0,16,2,1,8,9,1,0,0,185,70,-747,17,3,0,0,0,214,50
1,18,3,0,15,9,0,0,0,183,52,2445,11,3,0,0,0,221,36
1,16,3,0,3,2,1,0,0,205,52,-178,18,3,0,0,0,245,49
0,11,2,1,4,7,0,0,0,203,48,-1844,16,0,0,0,0,227,48
1,15,2,0,2,3,1,1,0,246,56,-980,14,4,0,0,0,259,62
0,14,2,1,5,2,0,1,0,253,59,2795,12,2,1,0,0,244,52
0,18,5,0,8,14,0,0,0,200,36,-2095,18,4,0,0,0,206,44
0,14,1,1,12,12,0,0,0,199,37,801,19,0,0,0,0,182,37
1,13,2,1,8,10,1,0,0,224,60,-506,14,3,0,0,0,218,34
1,16,4,0,8,7,0,0,0,228,55,705,16,4,1,0,0,198,47
1,18,4,0,7,6,0,0,0,222,44,707,14,1,0,0,0,221,32
1,54,4,1,7,3,0,0,0,233,53,2098,14,2,1,1,0,236,46
1,17,8,1,10,5,0,0,0,206,52,1680,18,5,0,0,0,215,36
0,16,6,1,4,8,0,0,1,218,36,-300,16,3,1,0,0,224,52
0,17,0,0,1,10,0,0,0,177,48,-6540,33,3,1,1,0,234,56
1,12,1,1,8,5,1,0,0,238,68,1388,37,0,0,0,0,225,60
0,15,2,0,2,7,0,0,0,219,64,-1158,15,3,1,1,0,231,44
0,13,3,0,6,8,0,1,1,205,59,1619,17,3,0,0,0,209,46
0,17,1,1,4,6,1,0,0,228,73,-299,12,2,0,0,0,225,37
0,13,1,0,6,2,0,0,0,218,48,1176,16,1,1,0,0,218,49
0,15,0,0,3,5,0,0,0,233,56,-943,14,4,1,0,0,249,48
0,40,0,0,7,8,1,0,0,202,59,-1449,14,1,0,1,0,236,56
0,14,2,0,4,8,0,0,0,217,51,-1531,20,3,0,0,0,228,44
0,18,2,0,7,8,1,0,0,229,40,-672,16,3,0,1,0,190,56
0,14,1,1,5,5,0,0,0,230,40,-384,13,1,1,0,0,233,56
0,16,4,1,8,2,0,1,0,219,63,2485,18,0,1,0,0,207,60
1,41,1,1,7,3,1,0,0,252,64,4197,14,3,0,1,0,187,53
0,14,1,0,1,3,0,0,0,205,64,-1744,14,5,1,0,0,232,48
0,66,2,1,8,8,0,0,0,188,56,654,15,1,1,0,0,191,57
1,13,2,0,12,3,1,0,0,228,61,4389,17,2,0,0,0,217,35
1,14,3,1,12,4,1,0,0,210,50,3692,12,2,0,0,0,219,36
1,17,2,0,6,4,1,0,0,231,44,172,16,2,0,1,0,242,56
0,19,2,0,5,6,0,0,0,224,40,-488,16,3,1,0,0,192,48
0,12,2,0,5,8,0,0,0,203,43,-1791,11,0,1,1,0,225,41
0,14,0,0,5,9,0,0,0,196,48,-3225,15,0,1,1,0,249,67
1,20,4,1,8,4,1,0,0,196,62,2367,22,7,0,0,0,219,42
0,15,2,1,12,8,0,0,0,189,32,1797,18,4,1,0,0,190,47
0,19,4,1,6,10,0,0,0,243,43,-1356,17,4,0,0,0,207,52
1,17,3,0,5,5,0,0,0,235,67,-207,15,4,1,0,0,235,72
0,20,3,0,4,10,1,0,0,176,45,-2691,14,3,0,1,0,199,52
1,15,6,0,6,1,1,1,1,226,52,3734,20,5,0,0,0,198,48
0,19,5,0,7,6,0,0,0,187,45,567,16,6,0,0,0,220,40
0,43,3,0,2,3,1,0,0,213,56,-892,14,2,0,0,0,240,58
0,17,4,0,3,10,0,0,0,194,37,-3231,17,3,1,0,0,220,46
1,17,2,0,8,8,0,0,0,243,52,1591,21,3,1,0,0,197,43
0,19,3,0,10,6,0,0,0,219,30,1998,16,3,0,0,0,225,39
0,16,0,0,2,10,0,0,0,170,47,-7839,14,5,1,1,2,253,43
1,11,2,1,8,3,1,0,0,235,52,3222,34,0,0,0,0,232,48
1,38,4,0,7,1,1,0,0,238,55,1715,17,21,0,1,0,254,55
0,18,2,0,3,11,0,0,0,170,44,-5088,13,3,1,0,0,231,48
1,12,4,0,9,10,0,1,2,196,36,1082,12,4,1,0,0,203,44
1,15,2,1,8,2,0,0,0,218,40,1887,12,0,1,0,0,233,76
1,23,4,1,13,7,0,0,0,217,52,2795,45,0,0,0,0,177,56
0,41,2,0,5,5,0,0,0,218,39,549,12,2,1,0,0,170,36
1,18,4,0,4,6,0,0,0,237,52,96,26,5,0,0,0,221,52
0,16,4,0,4,6,0,0,0,214,38,-1015,31,3,1,0,0,208,59
1,21,2,1,7,2,1,0,0,232,36,2474,149,2,0,0,0,230,52
1,16,3,0,8,6,1,0,0,223,64,-111,36,2,0,1,1,201,48
0,20,5,1,8,6,1,0,0,232,47,1375,19,1,0,0,0,206,48
0,13,3,0,1,3,0,0,0,199,60,-2507,18,4,1,0,0,269,48
0,15,1,1,4,4,1,0,0,217,56,201,46,3,0,0,0,214,49
0,25,4,0,8,4,0,1,0,231,52,3152,16,2,0,0,0,211,40
0,20,3,1,5,5,0,0,0,227,52,120,33,2,1,0,0,216,64
1,19,3,1,8,6,0,0,0,199,68,1377,13,2,1,1,0,218,55
1,30,2,1,7,3,0,1,0,230,64,3071,20,3,0,0,0,220,36
1,18,1,1,10,2,1,0,1,251,60,6148,13,2,0,0,0,196,50
1,15,3,1,4,2,1,0,0,209,47,295,43,2,0,1,1,206,45
1,14,3,1,5,5,0,0,0,242,35,451,15,3,0,0,0,234,24
1,47,1,0,7,5,0,0,0,196,32,732,18,1,1,0,0,199,58
0,19,5,0,8,7,0,0,0,233,55,920,16,3,1,0,0,214,63
0,17,5,0,6,9,0,0,0,199,48,-2039,59,4,1,0,0,223,36
0,14,2,0,2,9,0,0,0,219,48,-5036,16,3,1,1,1,262,68
0,19,8,0,9,10,1,0,0,211,44,-540,22,3,0,0,0,190,36
0,28,1,0,9,10,0,1,0,203,52,-1319,14,6,1,0,0,223,56
1,16,5,1,7,5,0,0,0,231,39,2555,43,4,0,0,0,146,40
0,20,4,1,5,8,1,0,0,164,37,-2663,16,3,0,0,0,209,42
1,14,7,1,3,5,0,1,0,250,51,17,35,2,1,0,0,203,76
0,19,3,1,6,6,0,0,0,207,45,-859,17,4,0,0,0,245,66
0,18,1,1,5,6,0,0,0,217,52,61,18,4,1,0,0,203,52
1,11,2,1,4,4,0,1,0,239,56,-1761,18,0,1,0,1,243,54
1,58,3,0,9,7,1,0,0,185,57,1076,16,4,0,0,0,209,52
1,20,5,1,11,8,0,0,0,225,44,2198,18,1,1,0,0,204,64
0,17,3,1,9,6,0,0,0,213,40,626,14,1,0,0,0,231,40
1,18,4,0,4,3,1,0,0,216,49,911,17,2,0,0,0,223,42
1,15,2,1,11,6,0,0,0,220,60,4666,17,0,0,0,0,155,32
1,38,3,0,10,10,1,1,1,222,51,1167,16,4,0,0,0,219,56
0,17,2,0,5,8,0,0,0,177,37,-2454,37,4,1,0,0,219,52
0,18,2,0,2,7,0,1,0,160,56,-3580,15,4,1,0,0,193,75
0,14,3,1,10,4,0,0,0,262,56,4185,52,4,0,0,0,205,52
1,16,3,0,6,2,0,0,0,247,47,1899,52,4,1,0,0,231,60
1,11,2,0,4,7,0,0,0,225,48,-435,15,2,1,0,0,196,65
0,15,2,0,4,7,1,0,0,205,38,-3025,21,3,0,1,1,211,41
0,38,3,0,4,7,0,0,0,208,68,-3035,15,1,1,1,1,217,68
0,20,1,1,8,8,0,0,0,191,44,118,17,6,1,0,0,193,62
0,17,4,0,7,5,0,0,0,220,67,1004,17,4,1,0,0,211,52
1,18,0,0,9,8,1,0,0,212,52,725,73,4,0,0,0,191,47
1,16,2,1,12,6,1,0,0,242,48,3316,34,1,0,0,0,197,64
0,17,5,1,7,8,0,0,0,203,47,-1400,21,5,1,0,0,208,40
1,16,5,0,5,1,1,0,0,250,52,1824,20,4,0,0,0,239,52
0,9,2,1,6,5,0,1,0,238,61,817,17,1,1,0,0,235,51
1,15,1,1,9,4,0,0,0,236,28,3170,39,1,0,0,0,175,43
0,15,2,0,7,7,0,0,0,226,60,-6,15,1,1,1,0,188,56
1,80,15,1,10,6,0,0,0,204,47,2896,34,2,0,0,0,196,40
1,15,1,1,7,0,1,0,0,236,64,4991,13,0,0,0,0,193,44
0,16,2,0,2,7,0,1,0,229,56,-2639,16,2,1,0,0,227,62
1,52,3,0,8,5,1,1,0,234,71,2087,15,2,0,0,0,226,56
1,37,3,0,1,5,0,1,0,251,55,-1933,16,3,1,0,1,215,44
0,16,1,1,5,1,1,0,0,221,60,2975,13,2,0,0,0,182,42
0,17,3,1,6,5,0,0,0,251,64,2783,123,1,1,1,0,190,52
0,33,5,1,4,4,1,0,0,235,53,-1555,18,2,0,1,1,237,54
1,16,5,0,6,8,1,0,0,207,48,-2565,23,6,0,1,0,235,56
0,18,3,0,1,5,1,0,0,233,72,-673,12,3,0,0,0,206,48
1,17,4,1,11,2,0,1,0,244,60,4012,16,4,0,0,0,230,60
1,38,4,1,5,7,1,0,0,205,44,-981,15,4,0,0,0,219,53
0,37,5,0,2,9,0,0,0,208,44,-4557,20,1,0,0,0,260,59
0,13,3,0,5,5,0,0,0,206,55,811,15,2,0,0,0,199,52
1,12,3,1,15,4,0,0,1,250,28,6375,15,0,0,0,0,164,54
1,17,3,0,9,9,1,0,0,219,33,557,16,1,0,0,0,190,42
1,14,4,0,13,6,0,1,0,240,56,3183,19,1,1,0,0,235,72
1,18,5,0,0,3,0,0,0,229,54,-1148,17,4,0,0,0,221,51
0,16,0,0,3,4,0,1,0,208,59,-447,17,1,0,0,0,197,40
0,15,5,0,5,8,0,0,0,230,43,53,72,3,1,0,0,186,42
0,34,0,0,8,10,1,0,0,171,66,-840,14,3,0,0,0,214,49
1,19,3,1,4,2,0,1,0,216,65,1187,20,4,1,0,0,215,60
1,13,3,0,6,10,1,0,0,226,56,-1753,16,5,0,0,0,253,52
1,21,4,0,7,7,0,0,0,225,60,-172,18,3,0,0,0,224,48
1,16,3,1,6,7,1,0,0,226,63,777,15,1,0,0,0,195,44
1,15,2,1,11,3,1,0,0,208,44,1906,13,0,0,0,0,221,57
1,16,6,0,8,5,0,0,0,216,52,2310,20,0,0,0,0,176,40
0,20,1,0,3,5,0,0,0,180,36,-1213,16,1,1,1,0,161,48
1,11,3,0,10,6,0,1,0,246,52,2488,14,3,1,0,0,185,67
1,14,4,0,9,6,0,1,0,214,52,1399,37,3,0,0,0,181,45
1,17,2,0,6,6,0,0,0,216,55,1376,16,3,1,0,0,217,38
1,39,6,1,6,3,1,0,0,205,61,265,18,2,0,1,0,204,48
0,22,3,0,4,7,0,1,0,234,47,-1782,17,3,1,0,0,264,53
1,15,2,1,5,5,1,0,0,221,56,-535,14,4,0,0,0,240,54
0,17,3,1,7,6,0,0,0,198,60,-727,15,1,1,0,0,224,60
1,15,2,1,10,4,1,0,0,238,59,3805,12,1,0,0,0,199,32
1,13,1,1,11,1,1,0,1,209,68,5797,13,0,0,0,0,218,56
1,11,2,1,8,3,0,0,0,231,61,3539,123,2,0,0,0,195,46
1,17,3,0,7,10,0,1,0,177,51,-3183,15,5,0,0,1,236,72
0,105,2,0,3,8,0,0,0,198,56,-4033,14,2,1,0,0,220,64
0,19,2,1,6,7,0,0,0,190,48,-1176,16,4,1,1,0,220,47
1,29,1,1,3,6,1,1,0,201,44,-1402,21,2,0,0,0,233,51
0,83,2,1,5,5,0,0,0,225,50,761,38,3,1,0,0,225,47
0,15,0,1,7,8,0,0,0,228,34,1038,10,3,1,0,0,174,56
0,16,3,0,3,16,0,0,0,207,30,-6402,17,8,1,0,0,233,47
0,20,22,0,3,11,0,0,0,164,39,-5427,40,3,1,0,0,239,57
0,45,18,1,8,9,0,0,0,226,39,-194,47,4,0,0,0,227,48
1,21,2,0,3,4,0,0,0,212,37,-2263,14,6,1,0,0,240,60
0,22,2,0,12,9,0,1,0,208,56,1693,12,2,0,0,0,180,47
0,16,7,0,4,9,0,1,0,219,45,-2231,20,6,1,0,0,214,44
1,16,2,1,11,4,1,0,0,237,52,3362,44,2,0,0,0,187,50
1,25,2,0,11,5,0,1,1,204,44,2840,17,1,1,0,0,205,52
0,15,3,0,7,9,0,0,0,206,46,-2606,41,3,1,0,0,243,75
1,15,4,0,9,7,0,0,0,216,58,1884,169,1,0,0,0,190,41
1,15,2,1,6,3,1,0,0,251,73,2849,39,3,0,0,0,196,54
1,18,3,0,3,7,0,0,0,203,21,-3756,48,8,0,0,0,256,53
1,16,4,0,11,2,1,0,0,221,52,2577,18,2,0,1,0,218,53
1,12,3,0,4,7,1,0,0,229,52,-1777,24,0,0,0,0,244,49
0,36,5,0,2,7,0,1,0,236,59,-1526,14,6,1,0,0,236,40
1,18,2,1,9,6,1,0,0,210,60,338,12,2,0,0,0,212,56
1,17,2,0,4,7,0,0,0,240,57,-758,12,1,0,0,0,208,57
1,17,5,1,9,1,1,0,1,253,56,5062,14,2,0,1,0,215,56
0,18,6,1,11,5,1,1,0,191,48,3367,19,2,0,0,0,185,24
0,12,2,0,3,8,1,0,0,203,55,-4591,14,1,0,0,1,241,45
0,81,0,1,3,2,0,1,0,251,56,121,15,2,1,0,0,255,76
0,16,3,0,2,6,0,0,0,215,28,-1635,17,3,0,1,0,193,50
1,14,2,1,9,3,1,0,0,260,49,4756,16,2,0,0,0,196,24
1,21,4,1,10,3,1,1,0,235,47,3848,16,4,0,0,0,200,40
1,17,3,1,6,5,0,0,0,233,62,463,16,4,1,0,0,224,62
0,16,4,0,10,5,0,1,0,235,48,3305,17,1,1,0,0,215,44
1,13,4,1,12,7,1,0,0,219,60,2473,17,1,0,0,0,200,39
0,17,1,0,4,5,1,0,0,233,60,153,14,3,0,0,0,236,45
1,55,2,1,7,2,1,0,0,229,52,3125,16,1,0,0,0,219,50
1,31,2,1,12,11,0,0,0,220,43,2352,14,3,1,1,0,183,48
0,10,3,0,4,9,1,1,0,246,71,-454,37,1,0,0,0,204,43
0,17,2,0,5,7,0,1,0,206,45,-1840,42,6,1,0,0,242,50
0,17,3,1,8,7,1,1,0,209,51,900,21,4,0,0,0,217,36
0,18,4,1,5,5,0,0,0,245,59,96,22,2,1,1,0,257,56
0,16,4,0,4,9,0,0,0,226,46,-2004,18,4,0,1,0,227,39
0,16,4,0,3,5,0,0,0,174,44,-2761,22,5,1,0,0,242,43
1,17,0,1,4,5,1,0,0,234,53,-633,14,1,0,0,0,206,54
0,14,7,0,3,6,0,0,0,231,59,-1558,20,3,1,1,0,244,44
0,14,3,1,8,3,1,0,0,178,44,393,16,2,0,0,0,227,56
0,17,4,0,7,8,1,0,0,204,47,-873,17,3,0,0,0,215,44
1,19,4,1,8,7,1,1,0,227,65,1063,17,4,0,0,0,226,48
0,18,1,0,0,8,0,0,0,208,52,-3752,16,2,1,0,0,242,40
0,16,5,1,9,7,1,0,0,231,49,1550,46,4,0,0,0,192,40
0,13,4,1,6,5,0,0,0,216,48,611,20,1,1,0,0,208,46
1,43,4,0,5,8,0,0,0,240,64,-616,16,5,1,0,0,234,48
1,16,3,0,8,8,1,1,0,202,40,151,14,5,0,0,0,201,8
1,14,1,1,9,4,0,0,0,205,56,1518,13,0,1,0,0,199,72
1,82,4,1,9,5,1,1,0,200,52,1241,18,2,0,0,0,230,52
1,14,0,1,10,9,0,0,0,188,40,780,12,3,0,0,0,212,44
1,16,1,1,12,13,0,0,0,162,41,-2725,16,3,1,0,0,252,48
0,15,1,1,6,6,0,1,0,223,45,37,20,2,1,0,0,216,59
1,17,2,0,9,7,1,0,0,233,40,815,17,3,0,0,0,191,38
1,15,5,0,4,3,0,0,0,225,64,951,17,2,1,1,0,197,48
0,12,2,0,6,15,0,0,0,175,45,-4885,16,3,0,1,0,233,46
0,19,2,0,2,8,0,0,0,198,43,-4527,17,4,1,0,0,229,55
1,15,1,1,5,3,1,0,0,241,48,1239,42,1,0,0,0,219,73
1,15,3,1,2,3,1,0,0,234,35,-988,16,1,0,1,0,241,48
1,16,1,1,7,2,0,1,0,221,40,2216,13,2,1,0,0,208,64
0,11,1,1,4,5,1,1,0,208,59,-101,11,1,0,0,0,210,65
1,14,4,1,4,4,0,1,0,224,66,225,164,2,1,0,0,208,68
0,18,8,0,0,7,0,0,0,199,59,-4737,17,6,1,0,0,253,58
1,18,2,1,11,4,1,0,0,212,60,3742,17,2,0,0,0,184,56
0,16,3,1,2,5,1,0,0,220,63,-1866,13,1,0,0,0,253,56
1,18,5,1,5,1,1,0,0,241,60,1997,42,4,0,0,0,234,48
0,15,2,1,2,7,0,0,0,225,44,-2794,39,5,0,0,0,231,60
1,13,3,1,11,8,1,0,0,206,46,1236,16,0,0,0,0,183,45
0,17,1,1,2,4,1,0,0,235,47,-13,16,4,0,1,0,207,39
1,16,5,1,4,3,0,0,0,240,47,1128,28,3,0,0,0,220,41
0,123,2,1,5,7,0,0,0,235,57,-529,65,1,1,0,0,223,63
0,29,0,0,5,6,0,0,0,210,51,-486,35,1,1,0,0,216,52
1,18,3,1,8,10,0,0,0,218,33,-1445,56,7,0,1,0,210,54
0,15,2,0,0,4,0,0,0,230,52,-2727,38,2,1,0,0,263,69
0,16,0,1,7,4,1,0,0,201,40,1036,9,3,0,0,0,251,52
0,18,2,0,5,5,0,0,0,198,48,-799,14,3,0,0,0,242,44
0,15,1,0,6,10,0,0,0,147,40,-4413,20,4,1,1,1,237,55
0,105,1,1,6,6,0,1,0,236,56,-153,13,4,1,0,0,223,55
0,22,4,0,6,12,0,0,0,201,48,-2286,68,3,0,0,0,199,52
0,16,3,0,4,5,0,0,0,203,48,-1002,16,2,1,0,0,233,48
1,18,2,1,18,6,1,1,0,243,56,7125,9,2,0,0,0,176,42
1,17,5,0,5,3,1,0,0,230,45,840,14,2,0,0,0,203,59
1,12,1,0,6,8,0,1,1,231,65,468,12,3,1,0,0,194,56
1,18,1,0,8,5,1,0,0,192,46,248,15,2,0,0,0,225,52
0,15,3,0,1,5,0,0,0,214,53,-3832,15,3,1,1,1,276,47
1,14,2,1,14,3,1,0,1,251,54,8284,15,2,0,0,0,202,34
1,13,14,1,6,2,0,0,0,222,57,1295,62,2,1,0,0,237,60
1,12,2,0,5,9,1,0,0,188,44,-3331,15,3,0,1,0,218,63
1,24,4,0,7,5,1,1,0,186,62,1049,15,4,0,0,0,228,41
0,12,2,1,7,8,1,0,0,193,48,-1305,12,0,0,0,1,189,62
0,20,3,0,3,8,0,0,0,193,44,-3739,39,1,1,1,0,246,48
1,17,2,1,5,5,1,1,0,203,56,-252,15,2,0,0,0,212,48
0,16,1,0,5,5,0,0,0,191,51,-809,15,1,1,0,0,216,44
0,14,3,1,2,5,0,0,0,228,56,-2062,13,3,1,0,0,246,58
0,15,2,0,7,7,1,0,0,207,52,-84,106,1,0,0,0,207,49
1,14,2,1,6,4,0,0,0,231,46,628,17,3,1,0,0,212,67
1,14,2,0,9,5,0,0,0,225,48,1344,16,1,1,0,0,238,48
0,20,5,0,4,9,1,0,0,225,56,-3848,16,2,0,1,0,238,68
0,16,2,1,6,4,1,0,0,215,51,1515,25,2,0,0,0,207,56
0,18,3,0,7,7,0,0,0,198,54,462,12,2,0,0,0,200,47
1,20,15,1,10,7,1,0,0,190,60,1058,48,1,0,0,0,206,47
0,13,1,1,6,8,0,0,0,197,50,-554,17,3,1,0,0,206,41
1,14,0,1,5,7,0,0,0,201,50,-460,19,1,0,0,0,218,31
0,15,2,1,5,7,0,0,0,206,71,-1130,15,2,1,0,0,230,56
0,13,2,0,2,9,0,1,0,197,40,-3919,49,2,0,0,0,205,55
1,42,5,0,6,6,0,0,0,221,49,-677,18,8,1,0,0,245,45
0,16,0,1,5,9,0,0,0,190,52,-819,48,6,0,0,0,225,50
1,18,4,0,5,4,1,0,0,187,56,733,24,4,0,0,0,204,32
1,60,8,0,5,8,0,0,0,209,47,-847,55,3,1,0,0,203,60
0,9,2,1,4,2,0,0,0,214,70,737,38,0,1,0,0,235,51
1,17,3,0,4,1,1,0,0,233,44,1891,39,2,0,0,0,214,47
0,23,5,0,5,9,0,0,0,194,50,-3130,19,3,1,0,0,236,44
1,8,1,1,9,8,1,0,0,180,49,147,13,1,0,0,0,193,63
1,70,3,1,9,5,1,0,0,219,40,687,13,2,0,0,0,224,58
0,89,3,0,2,8,0,0,0,228,48,-3180,16,3,1,0,0,211,53
0,22,7,0,7,8,0,0,0,246,48,-144,53,5,1,1,0,225,64
0,36,3,0,2,9,1,0,0,195,41,-6374,16,2,0,1,1,262,56
0,15,5,1,5,6,0,0,0,222,54,-947,23,3,1,1,0,248,51
1,14,1,0,3,6,0,0,0,197,32,-3074,14,4,0,0,0,233,49
1,18,2,1,16,10,1,0,0,175,46,2098,17,1,0,0,0,182,37
1,16,3,0,4,5,0,0,0,200,56,-1270,17,0,1,0,0,273,60
1,17,1,0,3,5,0,0,0,194,52,-2089,18,6,1,0,0,243,48
1,15,3,1,9,1,0,0,0,233,52,3404,16,2,0,0,0,206,51
1,18,3,1,4,8,0,1,0,210,58,-206,17,6,1,0,0,248,52
1,12,3,1,6,4,1,1,0,235,43,1396,12,0,0,0,0,166,56
0,16,1,1,5,7,0,0,0,153,44,-2475,117,3,1,0,0,227,52
1,14,0,0,5,8,0,0,0,203,43,-2111,17,1,1,0,0,262,68
0,21,3,0,8,8,0,0,0,213,53,-375,20,5,1,0,0,230,62
0,94,3,1,6,9,1,0,0,208,48,-1942,14,5,0,0,0,239,52
1,25,7,0,4,6,1,0,0,235,53,-426,17,4,0,0,0,238,42
0,19,3,0,6,10,1,0,0,177,36,-2794,16,2,0,0,0,237,57
0,11,0,1,3,13,0,0,0,174,36,-7218,13,1,1,0,0,250,61
0,12,5,1,7,3,0,0,0,236,46,1175,18,4,1,1,0,231,69
0,11,4,1,3,5,0,0,0,230,40,-1420,103,1,1,0,0,222,56
0,14,3,1,6,7,0,0,0,232,47,-265,15,1,1,0,0,222,60
1,19,3,1,4,9,0,0,0,226,37,-797,19,3,1,0,0,180,46
1,69,3,0,10,5,1,0,0,231,39,3201,14,3,0,1,0,191,60
0,15,4,1,6,7,0,0,0,204,36,-632,17,4,1,0,0,192,45
1,18,5,1,8,3,0,0,0,251,59,2493,15,4,1,0,0,233,44
1,17,1,0,9,4,0,1,0,270,51,3158,14,2,1,0,0,202,60
0,17,0,0,7,8,0,0,0,191,44,-1127,35,1,1,1,0,204,53
0,11,5,1,9,7,0,0,0,195,39,-296,49,3,0,0,0,246,28
1,38,4,0,0,4,0,0,0,228,60,-1473,18,3,1,0,0,228,49
